timestamp,run_index_ccw,primary_class,binding_family,binding_bus,vertex_count,first_vertex_index,last_vertex_index,first_ray_angle_deg,last_ray_angle_deg,vertex_to_vertex_angular_span_deg,midpoint_transition_sector_extent_deg,concave_vertex_count,contains_signed_axis_endpoint,guard_adjacent_sector,guard_context,timestamp_class_transition_count
2011-09-30 11:30:00,0,VMAX_BUS_30,VMAX,30,13,7,19,55.0000000000013,130.000000000064,75.0000000000627,82.5000000000482,10,true,false,NOT_APPLICABLE_ANGULAR_INWARD_POLYGON_HAS_NO_ARTIFICIAL_GUARD_VERTICES,4
2011-09-30 11:30:00,1,VMIN_BUS_18,VMIN,18,14,20,33,139.999999999996,230.000000000039,90.000000000043,97.4999999999685,0,true,false,NOT_APPLICABLE_ANGULAR_INWARD_POLYGON_HAS_NO_ARTIFICIAL_GUARD_VERTICES,4
2011-09-30 11:30:00,2,VMIN_BUS_33,VMIN,33,13,34,46,234.999999999958,315.000000000036,80.000000000078,87.500000000019,0,true,false,NOT_APPLICABLE_ANGULAR_INWARD_POLYGON_HAS_NO_ARTIFICIAL_GUARD_VERTICES,4
2011-09-30 11:30:00,3,VMAX_BUS_13,VMAX,13,13,47,6,324.999999999999,49.9999999999622,84.9999999999632,92.4999999999643,11,true,false,NOT_APPLICABLE_ANGULAR_INWARD_POLYGON_HAS_NO_ARTIFICIAL_GUARD_VERTICES,4
2011-11-14 17:30:00,0,VMAX_BUS_30,VMAX,30,14,6,19,55.0000000001267,134.99999999997,79.9999999998433,87.4999999998517,12,true,false,NOT_APPLICABLE_ANGULAR_INWARD_POLYGON_HAS_NO_ARTIFICIAL_GUARD_VERTICES,4
2011-11-14 17:30:00,1,VMIN_BUS_18,VMIN,18,13,20,32,144.999999999959,224.999999999997,80.000000000038,87.4999999999995,0,true,false,NOT_APPLICABLE_ANGULAR_INWARD_POLYGON_HAS_NO_ARTIFICIAL_GUARD_VERTICES,4
2011-11-14 17:30:00,2,VMIN_BUS_33,VMIN,33,12,33,44,229.999999999931,309.999999999894,79.999999999963,87.5000000000015,0,true,false,NOT_APPLICABLE_ANGULAR_INWARD_POLYGON_HAS_NO_ARTIFICIAL_GUARD_VERTICES,4
2011-11-14 17:30:00,3,VMAX_BUS_13,VMAX,13,14,45,5,320.000000000037,50.0000000000989,90.0000000000619,97.5000000001473,12,true,false,NOT_APPLICABLE_ANGULAR_INWARD_POLYGON_HAS_NO_ARTIFICIAL_GUARD_VERTICES,4
2011-11-14 19:30:00,0,VMAX_BUS_30,VMAX,30,14,6,19,54.9999999999229,135.00000000002,80.0000000000971,87.500000000127,12,true,false,NOT_APPLICABLE_ANGULAR_INWARD_POLYGON_HAS_NO_ARTIFICIAL_GUARD_VERTICES,4
2011-11-14 19:30:00,1,VMIN_BUS_18,VMIN,18,13,20,32,145.000000000074,225.000000000003,79.999999999929,87.4999999999915,0,true,false,NOT_APPLICABLE_ANGULAR_INWARD_POLYGON_HAS_NO_ARTIFICIAL_GUARD_VERTICES,4
