timestamp,geometry_stage,vertex_count,minimum_edge_length_kw,maximum_edge_length_kw,maximum_to_minimum_edge_length_ratio,minimum_normalized_vertex_radius,maximum_normalized_vertex_radius,longest_radius_vertex_count,longest_radius_vertex_angles_deg,nearest_guard_deviations_for_longest_vertices_deg,stored_guard_direction_count,active_guard_cap_count,active_guard_cap_ids,guard_alignment_threshold_deg,guard_alignment_classification
2012-08-04 03:30:00,COUPLED_CANDIDATE_AFTER_GUARD_CAPS,7,106.05275237907,4945.31366009245,46.6306960371586,1.01029604719179,2.00661249700359,1,139.652731092734,4.65273109273414,3,3,GUARD_CAP_ADAPTIVE_135DEG;GUARD_CAP_ADAPTIVE_325DEG;GUARD_CAP_BASE_320DEG,,RAW_OFFSET_DEPENDENT_DIAGNOSTIC_THRESHOLD_NOT_PREREGISTERED
2012-08-05 23:30:00,PHYSICAL_FACETS_BEFORE_GUARD_CAPS,4,4189.05444776165,5675.60308580746,1.35486495976201,1.03389590644379,2.34473795781738,1,319.262733821506,0.737266178493769,2,0,,,RAW_OFFSET_DEPENDENT_DIAGNOSTIC_THRESHOLD_NOT_PREREGISTERED
2012-08-05 23:30:00,COUPLED_CANDIDATE_AFTER_GUARD_CAPS,6,573.421734645743,4942.92047238253,8.62004380673893,1.03389590644379,2.00897881287366,1,140.41902676204,5.41902676204037,2,2,GUARD_CAP_ADAPTIVE_135DEG;GUARD_CAP_BASE_320DEG,,RAW_OFFSET_DEPENDENT_DIAGNOSTIC_THRESHOLD_NOT_PREREGISTERED
2012-08-24 12:00:00,PHYSICAL_FACETS_BEFORE_GUARD_CAPS,4,4198.50232749934,5680.33807749762,1.35294389151402,1.0229827105987,2.35471207168165,1,319.59926390204,0.400736097959509,2,0,,,RAW_OFFSET_DEPENDENT_DIAGNOSTIC_THRESHOLD_NOT_PREREGISTERED
2012-08-24 12:00:00,COUPLED_CANDIDATE_AFTER_GUARD_CAPS,6,576.374072127551,4943.90611094662,8.57759977421839,1.0229827105987,2.00784648389207,1,140.067006427855,5.06700642785472,2,2,GUARD_CAP_ADAPTIVE_135DEG;GUARD_CAP_BASE_320DEG,,RAW_OFFSET_DEPENDENT_DIAGNOSTIC_THRESHOLD_NOT_PREREGISTERED
2012-08-31 11:30:00,PHYSICAL_FACETS_BEFORE_GUARD_CAPS,4,4202.15854847537,5682.04515458319,1.35217295802529,1.01943928827162,2.35833720901188,1,319.711123711168,0.288876288831602,2,0,,,RAW_OFFSET_DEPENDENT_DIAGNOSTIC_THRESHOLD_NOT_PREREGISTERED
2012-08-31 11:30:00,COUPLED_CANDIDATE_AFTER_GUARD_CAPS,6,577.333083097075,4944.39589538349,8.56419983566422,1.01943928827162,2.00749161014669,1,139.951462533235,4.95146253323458,2,2,GUARD_CAP_ADAPTIVE_135DEG;GUARD_CAP_BASE_320DEG,,RAW_OFFSET_DEPENDENT_DIAGNOSTIC_THRESHOLD_NOT_PREREGISTERED
2012-09-03 07:00:00,PHYSICAL_FACETS_BEFORE_GUARD_CAPS,4,4145.13005253347,5653.79076004531,1.36395980063153,1.06226325090817,2.30820400228518,1,138.230060676596,3.23006067659583,2,0,,,RAW_OFFSET_DEPENDENT_DIAGNOSTIC_THRESHOLD_NOT_PREREGISTERED
2012-09-03 07:00:00,COUPLED_CANDIDATE_AFTER_GUARD_CAPS,6,558.882525555231,4936.24114443204,8.8323411785474,1.06226325090817,2.01569363406548,1,142.154335573317,7.1543355733175,2,2,GUARD_CAP_ADAPTIVE_135DEG;GUARD_CAP_BASE_320DEG,,RAW_OFFSET_DEPENDENT_DIAGNOSTIC_THRESHOLD_NOT_PREREGISTERED
2012-10-15 13:00:00,PHYSICAL_FACETS_BEFORE_GUARD_CAPS,4,4116.23511400902,5685.59726367077,1.38126154269484,1.01224870638754,2.31649867218419,1,135.967718860046,0.967718860045636,3,0,,,RAW_OFFSET_DEPENDENT_DIAGNOSTIC_THRESHOLD_NOT_PREREGISTERED
2012-10-15 13:00:00,COUPLED_CANDIDATE_AFTER_GUARD_CAPS,7,99.2924000513719,4945.17840209931,49.8041985040222,1.01224870638754,2.00679852524529,1,139.717542091681,4.71754209168083,3,3,GUARD_CAP_ADAPTIVE_135DEG;GUARD_CAP_ADAPTIVE_325DEG;GUARD_CAP_BASE_320DEG,,RAW_OFFSET_DEPENDENT_DIAGNOSTIC_THRESHOLD_NOT_PREREGISTERED
2013-04-07 02:00:00,PHYSICAL_FACETS_BEFORE_GUARD_CAPS,4,4171.82243579342,5667.27715189827,1.35846557209007,1.05347371795087,2.32663527840639,1,318.652579324779,1.34742067522131,2,0,,,RAW_OFFSET_DEPENDENT_DIAGNOSTIC_THRESHOLD_NOT_PREREGISTERED
2013-04-07 02:00:00,COUPLED_CANDIDATE_AFTER_GUARD_CAPS,6,568.523814413443,4940.80452780894,8.69058498966567,1.05347371795087,2.01122103566133,1,141.055169791247,6.05516979124732,2,2,GUARD_CAP_ADAPTIVE_135DEG;GUARD_CAP_BASE_320DEG,,RAW_OFFSET_DEPENDENT_DIAGNOSTIC_THRESHOLD_NOT_PREREGISTERED
2013-04-17 05:30:00,PHYSICAL_FACETS_BEFORE_GUARD_CAPS,4,4122.64163149295,5690.54809232567,1.38031597237447,1.0018383658499,2.32216926458434,1,319.692600497801,0.307399502199189,3,0,,,RAW_OFFSET_DEPENDENT_DIAGNOSTIC_THRESHOLD_NOT_PREREGISTERED
2013-04-17 05:30:00,COUPLED_CANDIDATE_AFTER_GUARD_CAPS,7,135.401965525528,4945.80487106434,36.5268321760949,1.0018383658499,2.00585538920016,1,139.378964336411,4.37896433641063,3,3,GUARD_CAP_ADAPTIVE_135DEG;GUARD_CAP_ADAPTIVE_325DEG;GUARD_CAP_BASE_320DEG,,RAW_OFFSET_DEPENDENT_DIAGNOSTIC_THRESHOLD_NOT_PREREGISTERED
